100323	6450
100324	3527
100325	4871
100326	7011
100327	6398
328	4377
100329	2658
100330	4340
100331	6743
100332	6751
100333	2068
100334	2372
100335	4721
100336	4340
100337	2073
100338	4740
100339	6503
100340	5602
100341	6532
100342	4871
100343	5255
100344	2754
345	6409
100346	6076
100347	5583
100348	3564
349	4357
100350	4702
100351	2710
100352	3268
100353	3701
100354	3707
100355	4671
356	3888
100357	4860
100358	4854
359	6566
100360	6260
361	6317
362	4670
100363	4421
364	6258
100365	6213
100366	3401
100367	2720
100368	5301
100369	2646
100370	6333
371	6285
100372	2790
100373	7304
100374	3984
100375	2350
100376	2850
100377	4854
100378	7310
100379	2611
100380	2315
100381	2481
100382	6054
383	2086
100384	4020
100385	4427
100386	2588
100387	4357
100388	4809
100389	2478
100390	7469
100391	4753
100392	3764
100393	2617
100394	2337
100395	4515
100396	2656
100397	3851
100398	3361
100399	2800
100400	3725
100401	2170
100402	2631
100403	2710
100404	4671
100405	2700
406	3959
100407	5172
100408	6304
100409	2440
100410	2430
100411	2460
100412	2575
100413	2370
100414	4510
415	5540
100416	2284
100417	2538
100418	3597
100419	2440
100420	3874
100421	5126
100422	4373
100423	6122
424	2869
100425	3387
426	3269
100427	4352
100428	2336
100429	3352
430	5255
100431	2849
432	3518
100433	3237
100434	5431
100435	4818
436	3442
100437	3465
100438	872
100439	4133
100440	3283
100441	6721
100442	3851
100443	5600
100444	6285
100445	6401
100446	4352
100447	3785
100448	4724
100449	4630
100450	2768
100451	4313
100452	2478
453	7012
454	4355
455	3020
100456	7310
100457	2330
100458	2470
100459	3196
100460	6411
100461	2471
100462	4370
100463	4475
100464	6258
100465	820
100466	6751
100467	5066
100468	3730
100469	6525
470	2337
100471	4741
100472	4615
100473	6403
100474	3518
100475	6149
100476	2482
100477	6623
100478	3312
100479	3125
100480	4630
100481	7140
100482	3669
100483	3825
100484	4511
100485	4740
100486	4871
100487	3630
100488	6058
489	3314
490	3551
100491	2318
100492	4823
100493	2577
494	3649
100495	4871
100496	3401
100497	3984
100498	2622
100499	5602
100500	2700
100501	4871
100502	6330
100503	2652
100504	3275
100505	2620
100506	2440
100507	2642
100508	2232
509	7325
100510	5641
511	5113
100512	2111
100513	7263
100514	2119
515	3384
100516	4570
100517	2049
100518	6361
100519	2371
100520	4852
100521	2330
100522	4817
100523	2135
100524	3678
100525	2263
100526	3561
100527	4358
528	4872
100529	2830
100530	2580
100531	4218
100532	3747
100533	2798
534	6535
100535	3610
100536	4415
100537	6571
100538	2259
100539	2474
540	2825
100541	5034
100542	4423
100543	3575
100544	4625
100545	2800
100546	3888
100547	2830
548	2460
100549	2030
100550	4017
100551	4670
100552	2715
100553	5540
100554	5412
100555	7330
100556	6503
100557	4702
100558	5271
100559	2259
100560	3465
100561	3160
100562	7216
100563	3312
100564	4702
100565	3462
100566	6163
100567	4356
100568	2830
100569	6701
100570	4740
100571	6069
100572	3207
100573	4352
100574	2453
100575	2537
100576	6537
100577	2166
100578	2535
100579	7140
100580	3221
100581	4680
100582	2259
100583	6286
100584	4355
100585	4703
100586	6244
100587	5607
100588	2422
100589	2576
100590	7255
100591	3166
100592	2829
100593	3823
100594	3072
100595	3465
100596	2549
100597	2170
100598	3747
599	2590
100600	2609
100601	4870
602	4671
100603	2207
100604	5252
100605	2068
100606	4371
100607	2430
608	4370
100609	4074
100610	6228
100611	2581
100612	2259
100613	852
614	2622
615	4312
616	4605
100617	3148
100618	3673
100619	2431
100620	6603
100621	2112
622	2650
100623	3123
100624	3401
100625	4285
100626	4615
100627	6227
100628	3381
100629	2630
100630	6713
631	3551
100632	6164
100633	2474
100634	2284
100635	2480
100636	5110
100637	6210
100638	3175
639	4157
100640	3631
100641	3182
100642	2795
100643	7018
100644	3301
100645	4403
100646	2675
100647	2615
100648	6336
100649	2785
100650	4871
100651	4671
100652	5495
100653	5201
100654	3525
100655	2446
100656	3701
100657	5244
100658	2117
659	7212
100660	4101
100661	2264
100662	2111
100663	2839
100664	4350
100665	5550
100666	7053
100667	4355
100668	4161
100669	2343
100670	2611
100671	2603
100672	3637
673	3737
100674	4702
100675	5069
100676	7140
100677	7248
100678	6701
679	5481
100680	4621
100681	2477
100682	6285
100683	6504
100684	2850
100685	5322
100686	3737
687	6065
100688	4676
100689	2536
690	2330
100691	2462
100692	4551
100693	6410
100694	3862
100695	5072
100696	3992
100697	4350
100698	6156
100699	6390
100700	6401
100701	3401
100702	2015
100703	4625
100704	5431
705	5607
100706	2330
100707	7120
100708	5022
100709	6405
710	7030
100711	2783
100712	5680
100713	4312
100714	3666
100715	2804
716	3351
100717	3984
100718	7030
100719	5049
100720	3995
100721	2824
100722	6603
723	3139
100724	4716
100725	2329
100726	7316
100727	4730
100728	3026
100729	5015
100730	3517
100731	2739
100732	2017
100733	5066
100734	3871
100735	4285
100736	2642
100737	3381
100738	2065
100739	6271
100740	7215
741	6507
100742	4703
100743	4753
100744	5174
100745	4503
100746	4306
100747	2460
100748	3073
749	6562
100750	4551
100751	3557
100752	2440
100753	4601
100754	2220
100755	4821
100756	4306
100757	7255
100758	2500
100759	4860
760	3551
100761	2820
100762	2330
100763	3265
100764	5223
100765	2831
100766	2540
100767	4306
100768	5690
100769	3377
100770	2612
771	2443
100772	2143
100773	4630
100774	4352
100775	2831
100776	5253
100777	6110
100778	4059
100779	2795
100780	4388
100781	2285
100782	5033
100783	2646
100784	2478
100785	2114
100786	5223
100787	2540
100788	4494
789	5710
100790	6722
100791	4311
100792	4114
100793	2036
100794	2360
100795	4520
100796	2423
100797	5690
100798	2460
100799	2583
100800	4570
100801	5431
100802	6770
100803	3938
100804	2443
100805	2839
100806	3350
100807	2469
100808	2353
100809	2844
100810	4352
100811	5000
100812	4387
100813	2722
100814	5280
100815	4357
100816	5374
100817	2530
100818	4118
100819	3874
100820	2424
821	5322
100822	4857
100823	4285
100824	2218
100825	4022
826	2321
827	2630
100828	7310
829	4740
100830	5417
100831	2540
100832	2196
100833	7140
100834	4387
100835	4816
100836	2761
100837	3393
100838	2474
100839	2575
100840	2710
100841	4275
100842	2594
100843	2471
100844	7027
100845	6512
100846	4573
100847	2445
100848	4802
100849	4118
100850	6443
100851	3204
100852	3579
100853	2370
100854	852
100855	6275
100856	2567
100857	4352
100858	2832
100859	4680
100860	6477
861	2460
100862	2280
100863	3782
100864	3916
100865	3757
100866	4054
867	6503
100868	2540
100869	2454
100870	6122
100871	6308
100872	3465
100873	2800
100874	2469
100875	3019
100876	6503
877	2446
100878	3478
100879	6155
100880	2700
881	6568
100882	3075
883	6065
100884	6009
100885	5432
100886	6225
100887	2722
100888	4421
100889	6330
100890	2322
891	4724
892	2153
100893	2443
894	2381
100895	4702
100896	6027
100897	4558
100898	6065
100899	4511
100900	5461
100901	5454
100902	4670
100903	4800
100904	2440
100905	4370
100906	2365
100907	6355
100908	6525
100909	2775
100910	3463
100911	4883
100912	2850
913	7050
100914	3352
100915	5024
100916	6220
100917	2628
100918	6370
919	3341
100920	2539
100921	3747
100922	3351
100923	4818
924	2469
100925	3221
100926	5290
100927	6525
100928	2343
100929	2630
100930	7109
100931	3192
100932	2832
100933	6330
100934	6280
100935	4361
100936	2350
100937	3314
100938	7310
100939	3364
100940	4871
100941	4287
100942	5670
100943	3085
100944	4818
100945	4702
946	7260
100947	2404
100948	4879
100949	2536
100950	4872
100951	4703
100952	4025
100953	4272
100954	4613
100955	4307
956	4860
100957	2259
100958	4570
959	2620
100960	3198
961	3678
100962	2795
963	5035
100964	4860
100965	2479
100966	2734
100967	7260
968	3960
100969	3850
100970	4160
100971	3550
100972	4625
100973	2487
100974	4010
100975	4355
976	4362
100977	2421
978	2648
100979	4213
100980	2480
100981	4370
100982	4455
100983	4650
100984	2630
100985	2121
986	2622
100987	3312
988	4521
100989	4275
100990	2406
100991	4601
100992	2250
100993	5577
100994	2036
995	4855
100996	2424
100997	2259
100998	3675
100999	6718
101000	3939
1001	4871
101002	4510
101003	2046
101004	4563
101005	5253
101006	3073
101007	3888
101008	2600
101009	3129
101010	2480
101011	5140
101012	3808
101013	3152
101014	2700
101015	4872
101016	5091
101017	6151
101018	4353
1019	6415
101020	3889
101021	3608
101022	7321
101023	2830
101024	3673
101025	4121
101026	4895
1027	4718
101028	3537
1029	5223
101030	5012
101031	4741
101032	6286
101033	3109
101034	6315
101035	2551
101036	2284
101037	3844
101038	4740
1039	3249
101040	3478
101041	852
101042	3568
101043	4601
101044	3525
101045	2606
101046	4703
101047	3048
101048	4860
101049	2630
101050	3517
101051	3639
101052	2077
101053	2424
101054	4703
101055	2358
101056	4173
101057	2830
101058	5120
101059	6065
101060	4807
101061	3451
101062	2208
101063	2257
101064	2575
101065	2671
101066	3691
101067	6109
101068	4355
101069	5355
101070	6054
101071	2484
101072	3465
101073	2580
101074	5631
101075	2264
101076	2069
101077	2486
101078	3825
101079	3875
101080	4742
101081	4310
101082	3777
1083	3442
1084	4132
101085	7304
101086	4561
101087	4883
101088	6425
101089	4807
101090	2587
101091	3351
1092	2631
101093	2360
101094	4799
101095	2650
1096	2350
101097	7030
101098	4816
101099	4385
1100	7467
101101	3249
101102	5415
101103	2347
101104	7321
101105	6405
101106	4207
101107	3799
101108	7250
101109	3956
101110	3646
101111	5354
101112	4212
101113	2031
1114	4285
101115	3008
101116	3931
101117	2820
101118	2680
101119	5558
101120	830
101121	6308
101122	4171
101123	3971
101124	6284
101125	6280
101126	2258
101127	4064
101128	5381
101129	6029
101130	2429
101131	4311
101132	2469
101133	4361
101134	3385
101135	3859
101136	5412
101137	5572
101138	5523
101139	2339
101140	5085
101141	4740
101142	2447
1143	6150
101144	3465
101145	2570
101146	2250
101147	5114
101148	4370
101149	4875
101150	5204
101151	3585
101152	6239
101153	3249
101154	2620
101155	2652
101156	6415
101157	3910
101158	2469
101159	6258
101160	5311
101161	7000
1162	4871
1163	6251
101164	2221
101165	5461
101166	4861
101167	2777
101168	3294
101169	4742
1170	2866
101171	5275
101172	3342
101173	2365
101174	2361
101175	7252
101176	3870
1177	4610
101178	2251
101179	3516
101180	2652
101181	2581
101182	4750
101183	2161
101184	3747
101185	6112
101186	5231
101187	7030
101188	5272
101189	2850
101190	2541
101191	6725
101192	4311
101193	4500
101194	4365
1195	6084
101196	2777
101197	2358
101198	7306
101199	4311
1200	3076
101201	872
1202	3379
101203	2387
101204	4702
101205	6701
101206	2421
101207	3195
101208	2158
101209	3726
101210	4507
1211	6507
1212	2785
101213	4570
101214	6532
101215	3121
101216	3728
101217	2880
101218	2870
101219	3818
101220	4570
101221	4887
101222	872
101223	3156
101224	4816
101225	3371
101226	2800
1227	2794
101228	6725
1229	2620
101230	3885
101231	6315
101232	2729
101233	2671
101234	2200
101235	2323
101236	2850
101237	4570
101238	2420
101239	4208
101240	3938
101241	4613
101242	2315
101243	3678
101244	5501
101245	6316
101246	4356
101247	2577
101248	3451
101249	4387
101250	6355
101251	2669
101252	2761
101253	6338
101254	7315
101255	2471
101256	2615
101257	2450
101258	4872
101259	6236
101260	5440
101261	4521
101262	7054
101263	3919
1264	5253
101265	3571
101266	832
101267	3895
101268	7325
101269	4702
101270	4860
101271	3434
101272	6450
101273	2631
101274	3371
101275	4860
101276	3305
101277	3377
101278	3463
101279	2777
101280	2066
101281	3694
101282	4806
101283	5373
101284	4701
101285	2831
101286	5085
1287	2108
101288	2577
101289	2048
101290	3608
101291	3851
101292	3631
101293	5381
101294	2311
101295	4674
101296	5253
101297	5357
101298	3444
101299	3960
101300	3227
1301	2324
101302	4673
101303	6112
101304	2515
101305	4306
101306	2721
101307	2880
1308	2655
101309	6443
101310	5690
101311	3691
1312	6063
101313	4650
101314	2830
101315	2429
101316	3634
101317	4871
101318	7315
1319	6210
101320	2476
101321	2800
101322	3533
101323	5172
101324	5064
101325	4871
101326	4570
101327	4612
101328	820
101329	5710
101330	7250
101331	2479
101332	4455
101333	3902
101334	5064
1335	3579
101336	6725
101337	2898
1338	3912
101339	4066
101340	4720
101341	3977
101342	3115
101343	4184
101344	2264
101345	4370
101346	2790
101347	3071
101348	4816
1349	4703
101350	2460
101351	5655
101352	4740
101353	4694
101354	4803
101355	2582
1356	3500
101357	2508
101358	6530
101359	2700
101360	2426
1361	2462
101362	2422
1363	5552
101364	3749
101365	3700
101366	2839
101367	4612
101368	3564
101369	3409
101370	3579
1371	2422
1372	7321
101373	4306
101374	4128
101375	2474
101376	2827
101377	3414
101378	3561
101379	2529
101380	4702
101381	5152
101382	4874
101383	2256
101384	2423
1385	3698
101386	2304
101387	3953
101388	3575
101389	2479
101390	2453
101391	2579
101392	2550
101393	2560
101394	2669
101395	4881
101396	2105
101397	5351
101398	6014
101399	6532
101400	2545
101401	2097
101402	6338
101403	3777
101404	2036
101405	4014
101406	2868
101407	4550
101408	2540
1409	5114
101410	820
101411	4109
1412	2623
101413	2460
101414	3127
101415	4420
101416	6208
101417	6214
1418	7170
101419	810
101420	4285
101421	5433
1422	3779
101423	2423
101424	4660
1425	6535
1426	2831
101427	4309
101428	2462
101429	2259
101430	4820
101431	6725
101432	7315
101433	2650
101434	7320
101435	3825
101436	6630
1437	5280
101438	2453
1439	3966
101440	6328
101441	2156
101442	2455
101443	2795
101444	4405
101445	6716
101446	2550
101447	2448
101448	2454
101449	2583
101450	6244
101451	4406
101452	2630
101453	3139
101454	2107
101455	4605
101456	6050
101457	2795
101458	3196
101459	2446
1460	2538
101461	4743
101462	5491
101463	2420
101464	6309
101465	5453
101466	4703
101467	2464
101468	4570
101469	3388
101470	4873
1471	2720
101472	5452
101473	4102
101474	3352
101475	7310
101476	3533
101477	2645
101478	4210
101479	3181
101480	4625
101481	3797
1482	5416
101483	2672
101484	2454
1485	3136
101486	4385
101487	2804
101488	2482
101489	2574
1490	5600
1491	3579
101492	2594
101493	3312
101494	4659
101495	3533
101496	3685
1497	2505
101498	4570
101499	5153
101500	2320
101501	4514
101502	4660
1503	4825
101504	4728
101505	2594
101506	2170
101507	6060
101508	2765
101509	3277
101510	6632
101511	3401
101512	4810
101513	2027
1514	3276
101515	2536
101516	5690
101517	7330
101518	4611
101519	3816
1520	2790
101521	3518
101522	3723
101523	2168
101524	4872
101525	2870
101526	2320
101527	6224
101528	3351
101529	2290
1530	2484
101531	4620
101532	4551
101533	2763
101534	3747
101535	2844
101536	4400
101537	3351
1538	3201
101539	5211
1540	4417
101541	6111
101542	4341
101543	2873
101544	4313
101545	6333
101546	6505
101547	2330
101548	6728
101549	2311
101550	6525
101551	2798
101552	6285
101553	2261
101554	4285
1555	6258
101556	3266
101557	7172
101558	4020
101559	2484
101560	6532
101561	3099
101562	3268
1563	3844
101564	2786
101565	5118
101566	6530
101567	4650
101568	3122
101569	2422
101570	4311
101571	3461
101572	2875
101573	3175
101574	2454
101575	4849
101576	2466
1577	7163
101578	6011
101579	2734
101580	3401
101581	4568
101582	2745
101583	3556
101584	5238
101585	2519
101586	7010
1587	3032
1588	7321
101589	3304
101590	2844
101591	2550
101592	2710
101593	2476
101594	2339
101595	2036
101596	6008
101597	5330
101598	3461
101599	2117
101600	3185
101601	3091
101602	3859
1603	7325
101604	3163
101605	3467
1606	3916
101607	5278
101608	3315
101609	2453
101610	4306
101611	5048
101612	2365
101613	2168
101614	2257
101615	7255
101616	2281
101617	2422
101618	2540
101619	3953
101620	2809
101621	2390
101622	5270
101623	2737
1624	3563
101625	5037
101626	6262
101627	6018
101628	4034
101629	7150
101630	2070
101631	6159
1632	3221
101633	2720
101634	4287
101635	3551
101636	5113
101637	3460
101638	3350
101639	3775
101640	2581
1641	7172
101642	2343
1643	2484
101644	5558
101645	2049
101646	4055
1647	2441
1648	2460
101649	2824
101650	2784
101651	2850
101652	4306
101653	872
101654	2081
101655	2632
101656	5153
101657	2617
101658	3940
101659	3073
101660	6352
101661	4871
101662	3971
101663	6107
101664	7190
1665	4820
101666	5062
101667	4674
101668	4354
101669	5431
101670	2580
101671	2658
101672	4878
101673	2474
1674	5012
101675	2500
101676	2440
101677	4354
101678	872
101679	2333
101680	2566
1681	4402
101682	2453
101683	3610
101684	3635
101685	4680
101686	830
101687	5092
101688	4385
1689	4740
101690	4370
101691	5244
101692	2360
101693	4306
1694	4455
101695	6167
101696	2453
101697	5291
101698	2365
101699	3893
1700	4102
101701	6532
101702	6336
101703	3490
101704	2454
101705	4625
1706	7019
1707	5461
101708	4655
101709	3701
101710	2320
101711	4115
101712	6714
101713	2422
101714	4051
101715	3525
101716	2583
101717	3056
101718	2232
101719	4703
101720	5291
101721	4306
101722	6152
101723	5259
101724	2800
101725	4871
101726	4310
101727	4570
101728	4358
101729	2259
101730	2770
101731	2447
1732	3407
101733	2798
101734	4352
101735	5280
101736	3238
101737	4741
101738	2460
101739	2621
1740	2320
101741	2870
101742	2020
101743	3260
101744	2321
101745	5157
101746	4074
101747	2609
101748	4702
101749	5332
1750	2105
101751	2077
101752	2546
101753	2290
101754	5431
101755	4700
101756	6229
101757	2795
1758	2477
1759	3709
101760	4403
101761	2430
101762	3370
101763	2338
101764	4356
101765	2372
101766	3196
101767	4630
101768	3364
101769	4627
101770	4216
101771	5355
101772	6421
1773	2705
101774	3500
101775	2480
101776	4871
101777	2795
101778	3390
101779	2658
101780	3714
101781	2339
101782	2545
101783	2622
101784	6398
101785	2564
101786	6503
101787	2624
101788	2390
101789	4285
101790	6525
101791	3981
101792	6330
1793	5270
101794	5238
101795	5048
101796	4825
101797	6572
1798	845
101799	2540
101800	2760
101801	3216
101802	6443
101803	2622
101804	4512
101805	4220
101806	2795
101807	872
101808	6412
101809	2655
101810	4285
101811	3123
101812	3351
101813	2828
1814	2009
101815	7255
101816	4184
101817	5014
1818	2259
101819	6311
101820	4342
101821	3039
101822	3104
101823	2627
101824	4455
101825	4804
101826	4565
101827	4871
101828	4551
101829	2871
101830	3825
101831	3752
101832	2546
101833	4807
101834	3221
101835	4701
101836	3939
101837	4551
101838	3515
101839	4884
101840	7267
101841	4512
101842	3469
101843	3551
101844	3805
101845	2137
101846	5571
101847	4601
101848	6409
101849	3393
101850	2474
101851	2644
101852	3465
1853	3145
101854	5037
101855	2621
101856	2305
1857	3312
101858	7261
101859	5158
101860	5223
101861	2372
101862	5655
101863	3723
101864	3691
101865	6330
101866	3607
101867	4802
1868	2060
101869	3265
101870	2530
101871	872
101872	820
101873	2850
101874	7320
101875	2500
1876	4702
101877	6477
101878	2168
101879	4655
101880	2478
101881	4151
101882	2777
101883	2750
101884	4125
101885	4625
101886	2478
101887	3485
101888	4500
1889	4610
101890	5482
101891	3283
101892	3260
101893	4800
101894	5355
101895	4802
1896	2575
101897	4881
101898	2628
1899	2852
101900	3314
101901	3223
101902	2533
101903	7303
101904	2480
101905	4680
1906	2287
101907	2151
101908	5680
101909	2533
101910	3781
101911	5013
1912	3121
101913	2829
101914	2798
101915	3712
101916	3631
101917	3550
101918	2372
101919	4344
101920	2577
101921	3933
101922	6728
101923	3060
101924	2627
1925	6743
101926	4211
1927	2710
101928	3951
101929	3572
101930	3719
101931	7321
101932	2550
101933	6701
101934	2263
101935	5074
101936	6321
101937	2140
101938	4871
101939	3352
101940	2330
101941	3779
101942	2311
101943	2036
101944	4719
1945	6330
101946	3472
101947	2422
1948	2825
101949	6447
101950	2113
101951	2601
101952	3981
101953	3216
101954	2347
101955	2611
101956	4850
101957	3453
101958	4807
101959	2527
1960	3934
101961	5160
101962	2262
101963	5357
101964	5440
101965	2485
1966	2580
101967	5072
101968	6413
101969	2756
101970	2825
101971	4816
101972	2399
101973	2871
101974	4306
101975	2880
101976	3170
1977	4812
101978	3888
101979	3401
101980	4677
101981	5522
101982	7150
101983	2166
101984	5238
101985	3334
101986	4570
101987	6430
101988	5259
101989	3379
101990	2761
101991	4207
101992	4116
101993	2583
101994	3915
101995	4670
101996	3268
101997	5700
101998	6375
101999	3331
102000	3822
102001	2519
102002	2540
102003	5291
2004	2337
2005	2230
102006	3631
102007	2440
102008	2794
102009	2749
102010	6707
102011	2454
102012	2624
102013	6770
102014	4742
102015	6503
102016	3057
102017	5231
102018	4306
2019	4660
102020	2519
102021	4422
102022	3483
102023	2159
102024	4610
2025	2611
102026	6640
102027	3850
102028	2540
2029	7150
102030	6608
102031	3337
102032	5501
102033	2261
102034	2284
102035	3018
102036	2027
102037	2429
102038	6370
2039	5453
102040	4425
102041	3221
102042	2219
102043	6401
102044	6450
2045	3352
102046	4808
102047	4600
102048	2799
102049	7320
102050	5223
102051	2347
2052	4352
102053	2830
102054	4570
102055	4493
2056	7320
102057	3337
102058	2655
102059	7316
102060	2518
102061	2462
102062	4350
102063	4560
102064	4069
102065	2330
102066	2530
102067	7320
102068	2300
102069	6733
102070	3418
102071	2546
2072	4659
102073	6525
102074	5277
102075	6244
102076	4855
2077	4871
102078	3132
102079	6609
102080	3860
102081	5607
102082	2828
2083	4850
102084	2264
102085	3895
102086	4415
102087	3483
102088	2460
102089	3480
2090	5680
102091	3888
2092	2800
102093	6315
102094	3221
102095	4814
102096	2403
102097	4680
102098	3612
102099	5501
102100	2720
102101	6566
102102	2550
2103	6239
102104	2753
102105	2428
102106	4563
102107	2831
102108	3568
102109	6065
102110	5174
102111	2405
102112	2330
102113	2322
102114	6430
102115	2280
102116	2232
102117	6284
102118	2729
102119	2577
102120	6009
102121	6365
102122	4625
102123	3782
102124	4563
102125	6306
102126	4754
102127	5481
102128	2469
2129	4885
102130	2460
102131	6507
102132	5690
102133	2210
102134	2101
102135	2539
102136	4306
102137	2879
102138	2577
102139	3135
102140	2570
102141	2754
102142	2320
102143	2766
102144	3351
102145	4563
2146	2763
102147	2486
102148	4650
102149	2360
102150	4426
102151	3352
102152	5301
102153	4310
102154	6532
2155	4829
102156	2645
102157	7290
102158	3747
102159	2074
102160	4074
102161	3301
102162	6484
2163	3272
102164	5259
102165	2627
102166	3136
102167	2912
102168	3235
102169	2018
102170	2574
102171	2800
102172	2482
2173	4680
102174	4815
102175	820
102176	4727
2177	5291
102178	5440
102179	2753
102180	3377
2181	4612
2182	2226
102183	6213
102184	836
102185	3862
102186	3984
102187	3501
102188	2795
102189	4630
102190	2775
2191	2337
102192	3220
102193	3015
102194	4571
102195	3629
102196	4306
102197	2650
102198	4507
102199	2250
102200	3294
102201	2622
102202	2460
2203	4800
102204	5555
102205	2583
102206	4300
102207	2508
102208	2479
2209	3551
102210	5311
102211	6218
102212	2454
102213	3971
102214	4870
2215	2455
102216	4306
102217	4741
102218	7292
102219	5052
102220	7054
102221	6050
102222	7306
102223	2849
102224	7256
2225	3305
2226	4357
102227	6240
102228	3413
102229	2446
102230	2795
102231	4740
102232	7249
2233	2729
102234	3980
2235	5481
102236	5417
102237	6450
102238	2620
2239	4680
102240	3015
102241	2720
102242	6701
102243	6513
102244	3959
102245	3723
2246	5081
102247	3441
102248	4304
102249	2422
102250	3328
102251	5012
102252	4275
102253	3954
102254	3726
102255	2333
102256	3558
102257	4702
102258	6258
102259	7260
102260	5253
102261	2550
102262	2112
102263	3491
102264	4671
102265	6355
102266	3531
102267	2770
102268	5710
102269	4820
102270	2550
102271	2210
2272	2572
102273	4490
102274	4507
102275	6148
102276	3413
102277	3028
102278	2107
2279	2800
102280	2868
2281	4810
102282	2615
102283	2849
102284	4620
102285	5042
102286	2537
102287	4053
102288	2011
102289	5661
102290	6333
102291	3407
102292	3844
102293	4815
2294	4017
102295	4031
102296	2422
102297	2480
102298	2344
102299	3568
102300	3381
102301	4350
102302	4800
2303	6333
102304	4680
102305	2648
102306	2176
102307	6020
102308	3885
2309	3550
102310	7017
102311	3678
102312	6530
102313	2402
102314	6355
102315	2641
102316	4275
102317	2260
102318	2285
102319	2365
102320	4660
102321	2620
102322	4356
102323	3659
102324	5153
102325	2304
102326	3219
102327	6716
102328	3523
102329	5343
102330	3377
102331	2446
102332	6501
102333	4702
102334	2474
102335	2537
102336	4343
102337	2259
102338	3265
102339	2294
102340	5573
102341	4053
102342	2480
102343	4556
102344	2429
102345	6065
102346	2405
2347	7116
102348	2580
102349	2587
102350	3251
102351	2650
102352	7190
102353	4873
102354	872
102355	5091
102356	2447
